url,beds,city,date,size,type,baths,price,neighborhood
https://www.99acres.com/residential-land-plot-for-sale-in-vaishnavi-urban-county-jigani-bangalore-south-89-sq-yard-to-140-sq-yard-npspid-X80116283,0,1,2025-02-19,799-1258 sqft,44,0,2317000.0,55
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-prestige-jindal-city-tumkur-road-bangalore-west-1085-sq-ft-spid-F79144279,2,1,2025-02-19,1085 sqft,6,2,12500000.0,202
https://www.99acres.com/sumadhura-capitol-residences-whitefield-bangalore-east-npxid-r433778,3,1,2025-02-19,1525-2150 sqft,18,0,23200000.0,215
https://www.99acres.com/provident-botanico-soukya-road-bangalore-east-npxid-r424433,2,1,2025-02-19,658-1003 sqft,9,0,889000.0,180
https://www.99acres.com/kvg-superior-kalkere-bangalore-south-npxid-r438820,2,1,2025-02-19,1179-1449 sqft,9,0,6483000.0,57
https://www.99acres.com/nambiar-district-25-sarjapur-road-bangalore-east-npxid-r432506,2,1,2025-02-19,1199-2484 sqft,12,0,15000000.0,151
https://www.99acres.com/mahaveer-celesse-yelahanka-bangalore-north-npxid-r263821,2,1,2025-02-19,794-1923 sqft,9,0,7518000.0,217
https://www.99acres.com/keya-life-by-the-lake-hebbal-bangalore-north-npxid-r178479,4,1,2025-02-19,0 sqft,28,0,39800000.0,47
https://www.99acres.com/amrutha-platinum-towers-whitefield-bangalore-east-npxid-r305417,2,1,2025-02-19,1006-1636 sqft,9,0,11100000.0,215
https://www.99acres.com/keya-spring-bannerghatta-road-bangalore-south-npxid-r401648,2,1,2025-02-19,1335-2700 sqft,12,0,15700000.0,10
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-trump-tower-sector-65-gurgaon-6050-sq-ft-r2-spid-I63419088,4,8,2025-02-19,6050 sqft,24,4,200000000.0,165
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-4200-sq-ft-spid-Y78047881,4,8,2025-02-19,4200 sqft,24,4,40100000.0,155
https://www.99acres.com/residential-land-plot-for-sale-in-rosewood-city-gurgaon-1000-sq-yard-spid-W80263135,0,8,2025-02-19T04:38:38.179Z,9000 sqft,44,0,249500000.0,143
https://www.99acres.com/godrej-aristocrat-sector-49-gurgaon-npxid-r419936,3,8,2025-02-19T04:38:38.179Z,"967.58 - 1,751.41 sqft",15,0,52800000.0,164
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-aristocrat-sector-49-gurgaon-1940-sq-ft-spid-U79308375,4,8,2025-02-19T04:38:38.179Z,1942 sqft,23,5,69000000.0,164
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-orchid-petals-uppals-southend-gurgaon-2562-sq-ft-spid-F79012087,4,8,2025-02-19T04:38:38.179Z,2562 sqft,24,4,41600000.0,205
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orchid-petals-sector-49-gurgaon-1805-sq-ft-spid-D79543409,3,8,2025-02-19T04:38:38.179Z,1805 sqft,16,3,30500000.0,164
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-4500-sq-ft-spid-Q79885617,4,8,2025-02-19T04:38:38.179Z,4500 sqft,25,5,45000000.0,181
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-rosewood-city-gurgaon-3150-sq-ft-spid-N79854273,4,8,2025-02-19T04:38:38.179Z,3150 sqft,25,4,44900000.0,143
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-luxury-builder-floor-in-south-city-2-south-city-2-gurgaon-3240-sq-ft-spid-L79885421,4,8,2025-02-19T04:38:38.179Z,3240 sqft,25,4,34000000.0,181
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-atchampeta-kakinada-2600-sq-ft-spid-F79579347,3,12,1mo ago,2600 sqft,40,5,16500000.0,7
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kovvada-kakinada-1800-sq-ft-spid-W79454185,3,12,1mo ago,1800 sqft,40,2,11600000.0,76
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vakalapudi-kakinada-165-sq-ft-spid-J78732827,4,12,2mo ago,165 sqft,40,6,10000000.0,209
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-28800-sq-ft-spid-O80294923,5,12,4d ago,2304 sqft,40,5,20000000.0,153
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-2400-sq-ft-spid-O80266555,4,12,6d ago,230 sqft,40,5,20000000.0,153
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ramanayapeta-kakinada-3150-sq-ft-spid-X80181911,5,12,1w ago,3150 sqft,40,5,25000000.0,139
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-atchampeta-kakinada-2600-sq-ft-spid-F79579347,3,12,2025-01-19,2600 sqft,47,5,16500000.0,7
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kovvada-kakinada-1800-sq-ft-spid-W79454185,3,12,2025-01-19,1800 sqft,47,2,11600000.0,76
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-madhavapatnam-kakinada-350-sq-ft-r1-spid-A76438401,2,12,2025-01-19,350 sqft,47,1,5500000.0,81
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sbi-employees-colony-kakinada-1283-sq-ft-spid-J78764367,3,12,2025-01-19,1368 sqft,47,3,6900000.0,144
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vakalapudi-kakinada-165-sq-ft-spid-J78732827,4,12,2025-01-19,165 sqft,47,6,10000000.0,209
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-28800-sq-ft-spid-O80294923,5,12,2025-01-19,2304 sqft,47,4,20000000.0,153
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rameswaram-kakinada-1450-sq-ft-spid-G80269003,3,12,2025-01-19,1450 sqft,47,2,5800000.0,141
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-2400-sq-ft-spid-O80266555,4,12,2025-01-19,230 sqft,47,5,20000000.0,153
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ramanayapeta-kakinada-3150-sq-ft-spid-X80181911,5,12,2025-01-19,3150 sqft,47,5,25000000.0,139
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ramanayapeta-kakinada-1422-sq-ft-spid-T80143813,4,12,2025-01-19,1422 sqft,47,2,8000000.0,139
https://www.99acres.com/residential-land-plot-for-sale-in-thagarapuvalasa-visakhapatnam-167-sq-yard-spid-I76078449,0,24,2025-02-19T04:38:36.102Z,1503 sqft,44,0,4676000.0,194
https://www.99acres.com/residential-land-plot-for-sale-in-bheemili-visakhapatnam-140-sq-yard-spid-I76618949,0,24,2025-02-19T04:38:36.102Z,1260 sqft,44,0,3780000.0,11
https://www.99acres.com/rudra-seniors-madhurawada-visakhapatnam-npxid-r408482,2,24,2025-02-19T04:38:36.102Z,990 - 1245 sqft,5,2,4940000.0,82
https://www.99acres.com/vk-erica-madhurawada-visakhapatnam-npxid-r438076,3,24,2025-02-19T04:38:36.102Z,1630 - 2190 sqft,15,3,9454000.0,82
https://www.99acres.com/the-celest-gajuwaka-visakhapatnam-npxid-r377188,2,24,2025-02-19T04:38:36.102Z,823 - 1117 sqft,9,2,7501000.0,35
https://www.99acres.com/edara-twilight-park-shivaji-palem-visakhapatnam-npxid-r439018,3,24,2025-02-19T04:38:36.102Z,2195 - 2650 sqft,15,3,18700000.0,174
https://www.99acres.com/mvv-and-mk-park-gajuwaka-visakhapatnam-npxid-r331705,2,24,2025-02-19T04:38:36.102Z,895 - 1050 sqft,5,2,3133000.0,35
https://www.99acres.com/mvv-towers-yendada-visakhapatnam-npxid-r385012,2,24,2025-02-19T04:38:36.102Z,1158 - 1474 sqft,9,2,6947000.0,218
https://www.99acres.com/rs-aurora-bay-bheemili-visakhapatnam-npxid-r411360,3,24,2025-02-19T04:38:36.102Z,3503 - 6226 sqft,22,3,29800000.0,11
https://www.99acres.com/residential-land-plot-for-sale-in-vennala-kochi-339-sq-yard-spid-D78423293,0,14,3mo ago,3049 sqft,44,0,12000000.0,212
https://www.99acres.com/residential-land-plot-for-sale-in-vennala-kochi-1162-sq-yard-spid-O79520349,0,14,1mo ago,10454 sqft,44,0,39600000.0,212
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-nagpal-sapphire-heights-vennala-kochi-1388-sq-ft-spid-D80169371,3,14,1w ago,1388 sqft,16,2,7500000.0,109
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vennala-kochi-1375-sq-ft-spid-J79757557,3,14,4w ago,1375 sqft,17,3,7000000.0,212
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vennala-kochi-1350-sq-ft-r1-spid-J51800632,3,14,1mo ago,1350 sqft,16,3,5000000.0,223
https://www.99acres.com/residential-land-plot-for-sale-in-chalikavattom-kochi-104-sq-yard-spid-G78545131,0,14,3mo ago,940 sqft,44,0,1500000.0,20
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chalikavattom-kochi-1375-sq-ft-spid-B78323137,3,14,3mo ago,1375 sqft,17,3,7000000.0,20
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-chalikavattom-kochi-1000-sq-ft-r5-spid-P60024418,2,14,2w ago,1000 sqft,6,2,8000000.0,220
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chakkaraparambu-kochi-1000-sq-ft-r2-spid-R63177728,3,14,2mo ago,1000 sqft,17,3,7500000.0,19
https://www.99acres.com/residential-land-plot-for-sale-in-chakkaraparambu-kochi-3975-sq-yard-r1-spid-Q55098104,0,14,2mo ago,35790 sqft,44,0,35000000.0,19
https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-noida-3226-sq-ft-r8-spid-U66608396,9,18,1mo ago,3229 sqft,38,9,55000000.0,160
https://www.99acres.com/residential-land-plot-for-sale-in-rwa-sector-122-sector-122-noida-538-sq-yard-spid-C79242955,0,18,Yesterday,4843 sqft,42,0,90000000.0,157
https://www.99acres.com/residential-land-plot-for-sale-in-od-kedeswar-vihar-phulnakhara-bhubaneswar-133-sq-yard-to-222-sq-yard-npspid-S78806221,0,2,2025-02-19,1200-2000 sqft,44,0,1559000.0,131
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shuvam-meadows-patia-bhubaneswar-2179-sq-ft-spid-V79818033,3,2,2025-02-19,2179 sqft,16,3,18000000.0,124
https://www.99acres.com/mahima-greenex-hanspal-bhubaneswar-npxid-r413530,2,2,2025-02-19,758.34 - 945.73 sqft,9,0,7900000.0,46
https://www.99acres.com/one-world-janla-bhubaneswar-npxid-r424559,2,2,2025-02-19,1185 - 1610 sqft,9,0,8938000.0,52
https://www.99acres.com/urban-sereno-gothapatna-bhubaneswar-npxid-r420678,2,2,2025-02-19,1691 - 2543 sqft,9,0,8286000.0,43
https://www.99acres.com/falcon-tatva-khandagiri-bhubaneswar-npxid-r411558,3,2,2025-02-19,1527 - 2078 sqft,18,0,20600000.0,66
https://www.99acres.com/motwani-anantara-jharapada-bhubaneswar-npxid-r421539,3,2,2025-02-19,2160 - 3190 sqft,18,0,14700000.0,54
https://www.99acres.com/z-padmanabha-pahala-bhubaneswar-npxid-r413474,2,2,2025-02-19,923 - 3097 sqft,14,0,11800000.0,118
https://www.99acres.com/utkal-reserve-patrapada-bhubaneswar-npxid-r390078,2,2,2025-02-19,1877 - 3038 sqft,14,0,14000000.0,125
https://www.99acres.com/utkal-isquare-patia-bhubaneswar-npxid-r424292,2,2,2025-02-19,704.71 - 1009.23 sqft,9,0,7200000.0,124
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-s-saamarth-twinland-koba-gandhinagar-8478-sq-ft-to-10573-sq-ft-npspid-G79358405,5,6,2025-02-19,8478-10573 sqft,29,0,0.0,70
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1530-sq-ft-spid-Z79621649,2,6,2025-02-19,1530 sqft,6,2,6500000.0,150
https://www.99acres.com/polaris-calice-randesan-gandhinagar-npxid-r411905,3,6,2025-02-19,2511-2655 sqft,15,0,11200000.0,142
https://www.99acres.com/sobha-elysia-gift-city-gandhinagar-npxid-r426127,3,6,2025-02-19,1225.7-2611 sqft,18,0,25400000.0,40
https://www.99acres.com/altezza-by-the-palm-sargasan-gandhinagar-npxid-r394631,3,6,2025-02-19,2916 sqft,15,0,11900000.0,150
https://www.99acres.com/the-one-randesan-gandhinagar-npxid-r425978,4,6,2025-02-19,4158-5598 sqft,27,0,20000000.0,142
https://www.99acres.com/polaris-casarica-sargasan-gandhinagar-npxid-r393562,3,6,2025-02-19,2475 sqft,15,0,10700000.0,150
https://www.99acres.com/srushti-kudasan-gandhinagar-npxid-r383515,2,6,2025-02-19,1503-3915 sqft,12,0,7014000.0,77
https://www.99acres.com/ekarth-sarvam-koba-gandhinagar-npxid-r428573,4,6,2025-02-19,6750-7560 sqft,27,0,0.0,69
https://www.99acres.com/shilp-north-sky-gift-city-gandhinagar-npxid-r406643,2,6,2025-02-19,1325-4717 sqft,12,0,12200000.0,40
https://www.99acres.com/residential-land-plot-for-sale-in-kanyakumari-121-sq-yard-spid-C79440309,0,13,2025-02-17,1090 sqft,41,0,4000000.0,115
https://www.99acres.com/residential-land-plot-for-sale-in-azad-nagar-madhavalayam-kanyakumari-339-sq-yard-spid-R79917611,0,13,2025-02-05,3049 sqft,41,0,6300000.0,80
https://www.99acres.com/residential-land-plot-for-sale-in-thiruppathisaram-kanyakumari-48-sq-yard-spid-C79621191,0,13,2025-02-02,435 sqft,41,0,1100000.0,198
https://www.99acres.com/residential-land-plot-for-sale-in-putheri-kanyakumari-242-sq-yard-spid-N79629105,0,13,2025-02-02,2178 sqft,41,0,4000000.0,135
https://www.99acres.com/residential-land-plot-for-sale-in-thuckalay-kanyakumari-439-sq-yard-spid-K80381775,0,13,2025-02-18,3950 sqft,41,0,13500000.0,199
https://www.99acres.com/residential-land-plot-for-sale-in-kulasekharam-kanyakumari-290-sq-yard-spid-G80376215,0,13,2025-02-18,2613 sqft,41,0,3600000.0,78
https://www.99acres.com/residential-land-plot-for-sale-in-marthandam-kanyakumari-1111-sq-yard-spid-X80321373,0,13,2025-02-16,10000 sqft,41,0,53000000.0,96
https://www.99acres.com/residential-land-plot-for-sale-in-mandaikadu-kanyakumari-629-sq-yard-spid-N80300531,0,13,2025-02-15,5662 sqft,41,0,5460000.0,90
https://www.99acres.com/residential-land-plot-for-sale-in-thuckalay-kanyakumari-242-sq-yard-spid-V80241639,0,13,2025-02-15,2178 sqft,41,0,3000000.0,199
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-marthandam-kanyakumari-3800-sq-ft-spid-G80215947,3,13,2025-02-12,3800 sqft,35,2,10000000.0,96
https://www.99acres.com/residential-land-plot-for-sale-in-sulur-coimbatore-319-sq-yard-r2-spid-H77649167,0,4,2025-02-19,2874 sqft,44,0,1998000.0,185
https://www.99acres.com/residential-land-plot-for-sale-in-ettimadai-coimbatore-147-sq-yard-spid-D79347859,0,4,2025-02-19,1321 sqft,44,0,7678000.0,32
https://www.99acres.com/green-field-crystal-gateway-sulur-coimbatore-npxid-r439016,2,4,2025-02-19,Varies,13,0,1240000.0,185
https://www.99acres.com/royal-kalpataru-ganapathy-coimbatore-npxid-r275677,4,4,2025-02-19,Varies,28,0,25100000.0,36
https://www.99acres.com/harish-bhairav-vellakinar-coimbatore-npxid-r398187,2,4,2025-02-19,Varies,10,0,1500000.0,211
https://www.99acres.com/rks-shivom-sulur-coimbatore-npxid-r409009,2,4,2025-02-19,Varies,11,0,948000.0,185
https://www.99acres.com/trisquare-amber-gn-mills-coimbatore-npxid-r430125,3,4,2025-02-19,Varies,21,0,23000000.0,33
https://www.99acres.com/vsks-aira-singanallur-coimbatore-npxid-r397871,2,4,2025-02-19,Varies,12,0,880000.0,176
https://www.99acres.com/golden-town-karamadai-coimbatore-npxid-r439297,0,4,2025-02-19,Varies,39,0,1859000.0,63
https://www.99acres.com/skm-indraprastha-residency-thudiyalur-coimbatore-npxid-r421314,3,4,2025-02-19,Varies,19,0,8232000.0,200
https://www.99acres.com/residential-land-plot-for-sale-in-penamaluru-vijayawada-167-sq-yard-r13-spid-J63431142,0,22,2025-02-19,1503 sqft,44,0,2004000.0,128
https://www.99acres.com/residential-land-plot-for-sale-in-penamaluru-vijayawada-183-sq-yard-r13-spid-B63431288,0,22,2025-02-19,1647 sqft,44,0,2196000.0,128
https://www.99acres.com/alekhya-grand-sri-ramachandra-nagar-vijayawada-npxid-r425422,4,22,2025-02-19,3258 - 4122 sqft,23,0,26700000.0,182
https://www.99acres.com/aiswarya-gateway-pamarru-vijayawada-npxid-r439430,0,22,2025-02-19,1215.46 - 2702.6 sqft,39,0,1350000.0,120
https://www.99acres.com/fugen-royal-infinia-ramavarappadu-vijayawada-npxid-r436943,0,22,2025-02-19,2124 - 7119 sqft,39,0,7552000.0,140
https://www.99acres.com/sree-hemadurga-jewel-county-gannavaram-vijayawada-npxid-r295973,2,22,2025-02-19,801.62 - 1108.17 sqft,9,2,5065000.0,38
https://www.99acres.com/vasishta-olympia-poranki-vijayawada-npxid-r423035,3,22,2025-02-19,2800 - 4000 sqft,18,0,0.0,132
https://www.99acres.com/badris-jishnu-nivas-tadigadapa-vijayawada-npxid-r423265,2,22,2025-02-19,1275 - 3141 sqft,9,0,0.0,190
https://www.99acres.com/residential-land-plot-for-sale-in-ambapuram-vijayawada-533-sq-yard-r2-spid-N66036718,0,22,2025-02-19,4797 sqft,44,0,20000000.0,0
https://www.99acres.com/residential-land-plot-for-sale-in-birpara-jalpaiguri-80-sq-yard-r1-spid-Y78452569,0,11,2025-02-19T04:38:38.010Z,720 sqft,44,0,500000.0,94
https://www.99acres.com/residential-land-plot-for-sale-in-uttar-kamakhyaguri-jalpaiguri-8342-sq-yard-spid-R80314621,0,11,2025-02-19T04:38:38.010Z,75075 sqft,44,0,10400000.0,206
https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-jalpaiguri-2024-sq-ft-spid-X80148443,10,11,2025-02-19T04:38:38.010Z,2024 sqft,4,3,6500000.0,67
https://www.99acres.com/residential-land-plot-for-sale-in-jalpaiguri-375-sq-yard-r22-spid-M25289542,0,11,2025-02-19T04:38:38.010Z,3375 sqft,44,0,11000000.0,45
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-maynaguri-jalpaiguri-3200-sq-ft-spid-J79575407,2,11,2025-02-19T04:38:38.010Z,3200 sqft,8,1,3000000.0,98
https://www.99acres.com/residential-land-plot-for-sale-in-jalpaiguri-480-sq-yard-spid-B79283981,0,11,2025-02-19T04:38:38.010Z,4319 sqft,44,0,2400000.0,1
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-goshala-jalpaiguri-2102-sq-ft-spid-H79094883,5,11,2025-02-19T04:38:38.010Z,2102 sqft,31,2,6700000.0,42
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rajbari-para-jalpaiguri-890-sq-ft-spid-K79003267,2,11,2025-02-19T04:38:38.010Z,890 sqft,6,2,3500000.0,137
https://www.99acres.com/residential-land-plot-for-sale-in-chalsa-jalpaiguri-800-sq-yard-spid-A78943427,0,11,2025-02-19T04:38:38.010Z,7199 sqft,44,0,5000000.0,21
https://www.99acres.com/residential-land-plot-for-sale-in-gairkata-jalpaiguri-1360-sq-yard-spid-V78830671,0,11,2025-02-19T04:38:38.010Z,12239 sqft,44,0,6000000.0,34
https://www.99acres.com/residential-land-plot-for-sale-in-nawabpet-medak-150-sq-yard-spid-I79945783,0,9,2025-02-19,1350 sqft,44,0,2400000.0,114
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mokila-hyderabad-2713-sq-ft-r1-spid-D78555737,3,9,2025-02-19,2713 sqft,16,4,13600000.0,102
https://www.99acres.com/bricks-marvella-tellapur-hyderabad-npxid-r416504,2,9,2025-02-19,Varies,12,2,10000000.0,193
https://www.99acres.com/pranathis-kiara-tellapur-hyderabad-npxid-r405130,2,9,2025-02-19,Varies,9,2,9305000.0,193
https://www.99acres.com/ananda-the-legacey-manikonda-hyderabad-npxid-r434519,2,9,2025-02-19,Varies,9,2,9582000.0,91
https://www.99acres.com/moonglade-apartments-kokapet-hyderabad-npxid-r438704,3,9,2025-02-19,Varies,18,3,12600000.0,71
https://www.99acres.com/vajra-the-royal-park-bowrampet-hyderabad-npxid-r389235,2,9,2025-02-19,Varies,9,2,6756000.0,15
https://www.99acres.com/dithya-agarta-kompally-hyderabad-npxid-r435622,3,9,2025-02-19,Varies,18,3,0.0,73
https://www.99acres.com/incor-lake-city-patancheru-hyderabad-npxid-r373118,1,9,2025-02-19,Varies,3,1,8212000.0,123
https://www.99acres.com/nsl-nakshatra-kphb-hyderabad-npxid-r428751,3,9,2025-02-19,Varies,18,3,19200000.0,56
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gandhi-nagar-kakinada-1450-sq-ft-r2-spid-K71725910,2,12,2025-02-18,1450 sqft,34,2,7800000.0,37
https://www.99acres.com/residential-land-plot-for-sale-in-turangi-kakinada-452-sq-yard-spid-U79636559,0,12,2025-02-05,4068 sqft,39,0,11600000.0,203
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-santhi-nagar-kakinada-1860-sq-ft-spid-Z78886921,3,12,2025-01-19,1860 sqft,34,3,9300000.0,148
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vidyut-nagar-kakinada-1472-sq-ft-spid-K77492637,3,12,2025-01-19,1472 sqft,34,2,7000000.0,213
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vidyut-nagar-kakinada-1550-sq-ft-spid-O78636973,3,12,2025-01-19,1550 sqft,34,3,8500000.0,213
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kakinada-1100-sq-ft-spid-N79724963,2,12,2025-02-18,1100 sqft,34,2,5000000.0,149
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rama-rao-peta-kakinada-1265-sq-ft-spid-L79080669,3,12,2025-01-19,1265 sqft,34,2,6578000.0,138
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ramanayapeta-kakinada-2628-sq-ft-spid-L79139157,4,12,2025-01-19,2628 sqft,34,4,18000000.0,139
https://www.99acres.com/residential-land-plot-for-sale-in-nadakuduru-kakinada-15-sq-yard-spid-L80364535,0,12,2025-02-19,133 sqft,39,0,1064000.0,106
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-suresh-nagar-kakinada-1080-sq-ft-spid-R80352773,2,12,2025-02-19,1080 sqft,35,2,5000000.0,187
https://www.99acres.com/residential-land-plot-for-sale-in-budheshwar-lucknow-111-sq-yard-r1-spid-R78689421,0,15,2025-02-19,1000 sqft,44,0,1099000.0,16
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sultanpur-road-lucknow-1489-sq-ft-r1-spid-J78635815,3,15,2025-02-19,1489 sqft,16,3,6105000.0,184
https://www.99acres.com/rishita-mulberry-heights-sushant-golf-city-lucknow-npxid-r325311,2,15,2025-02-19,various,9,0,9059000.0,188
https://www.99acres.com/krishna-tower-kanpur-road-lucknow-npxid-r152473,2,15,2025-02-19,various,9,0,3943000.0,62
https://www.99acres.com/eldeco-trinity-gomti-nagar-extension-lucknow-npxid-r421468,2,15,2025-02-19,various,14,0,20300000.0,41
https://www.99acres.com/shalimar-one-world-21-gomti-nagar-extension-lucknow-npxid-r429111,3,15,2025-02-19,various,15,0,23500000.0,41
https://www.99acres.com/green-park-city-sultanpur-road-lucknow-npxid-r401774,0,15,2025-02-19,various,39,0,750000.0,184
https://www.99acres.com/oro-constella-sushant-golf-city-lucknow-npxid-r409651,3,15,2025-02-19,various,20,0,14900000.0,188
